UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,9,2019,99,63130,16598,46532,14083,39634,1129,4005,84,202,1122,2309,21,42,159,340,14212,39909,1170,4119,173,392,1177,2401,44,87,15518,43816,13088,37113,1096,3909,67,163,1112,2294,17,37,138,300,13202,37353,1126,4003,145,334,1159,2375,37,75,1080,2716,995,2521,33,96,17,39,10,15,4,5,21,40,1010,2556,44,116,28,58,18,26,7,12
R,9,2019,100,99993,23320,76673,18940,63362,1733,7330,155,378,2205,4869,40,89,247,645,19138,63878,1813,7572,284,730,2283,5031,79,183,21824,72480,17574,59525,1682,7151,122,325,2195,4833,37,81,214,565,17746,59973,1749,7354,233,640,2263,4972,69,165,1496,4193,1366,3837,51,179,33,53,10,36,3,8,33,80,1392,3905,64,218,51,90,20,59,10,18
R,10,2019,999,328744045,161908990,166835055,124308471,126444697,21163004,23011982,2114622,2085426,9354343,10246944,410709,399783,4557841,4646223,128370855,130563887,23211157,25144851,3466646,3500655,11045668,11936006,813307,806745,131203036,136697524,97315391,99995774,19715776,21515234,1200406,1238833,9054126,9945353,301035,297451,3616302,3704879,100537040,103277113,21327325,23203162,2158303,2262527,10486260,11374909,615843,617344,30705954,30137531,26993080,26448923,1447228,1496748,914216,846593,300217,301591,109674,102332,941539,941344,27833815,27286774,1883832,1941689,1308343,1238128,559408,561097,197464,189401
R,10,2019,0,3783361,1935286,1848075,1391994,1327843,291414,279764,31230,29853,95540,90931,5696,5456,119412,114228,1502140,1433205,356600,342250,54704,52291,139013,132419,14016,13399,1431292,1366261,961313,916213,264359,253848,16109,15373,89975,85626,3899,3733,95637,91468,1049961,1000993,317536,304825,31431,30007,126118,120112,10013,9569,503994,481814,430681,411630,27055,25916,15121,14480,5565,5305,1797,1723,23775,22760,452179,432212,39064,37425,23273,22284,12895,12307,4003,3830
R,10,2019,1,3813202,1950229,1862973,1405335,1337503,291811,284006,31273,30048,99251,93572,5770,5534,116789,112310,1512907,1440934,354741,345069,54652,52445,142235,134513,14003,13384,1445165,1377934,973219,922931,264758,257821,16193,15437,93660,88241,3968,3790,93367,89714,1059618,1005932,315914,307461,31477,30032,129435,122285,10040,9572,505064,485039,432116,414572,27053,26185,15080,14611,5591,5331,1802,1744,23422,22596,453289,435002,38827,37608,23175,22413,12800,12228,3963,3812
R,10,2019,2,3897585,1992990,1904595,1434221,1365314,297988,290305,31878,30631,103855,98112,5908,5687,119140,114546,1543931,1470793,362120,352564,55698,53450,147797,139913,14312,13693,1476172,1408063,991904,940815,270341,263498,16481,15721,98143,92676,4072,3902,95231,91451,1080000,1025408,322441,314054,32037,30568,134743,127451,10274,9804,516818,496532,442317,424499,27647,26807,15397,14910,5712,5436,1836,1785,23909,23095,463931,445385,39679,38510,23661,22882,13054,12462,4038,3889
R,10,2019,3,3989074,2038417,1950657,1462599,1393489,306697,299252,32642,31482,108687,103242,6085,5891,121707,117301,1574615,1501455,372266,363033,56941,54810,153611,146091,14676,14117,1506661,1439787,1007362,956656,278369,271771,16737,16066,102806,97660,4194,4057,97193,93577,1097212,1043162,331601,323515,32558,31229,140209,133298,10537,10119,531756,510870,455237,436833,28328,27481,15905,15416,5881,5582,1891,1834,24514,23724,477403,458293,40665,39518,24383,23581,13402,12793,4139,3998
R,10,2019,4,4036943,2063948,1972995,1480639,1410173,308774,301231,32613,31612,112865,106305,6156,5955,122901,117719,1593755,1518515,374764,365025,57136,55063,158413,149477,14851,14185,1529014,1457601,1022365,969192,279970,273405,17060,16176,107050,100745,4284,4111,98285,93972,1113214,1056049,333491,325127,33101,31408,145108,136751,10736,10215,534934,515394,458274,440981,28804,27826,15553,15436,5815,5560,1872,1844,24616,23747,480541,462466,41273,39898,24035,23655,13305,12726,4115,3970
R,10,2019,5,4045023,2069405,1975618,1485701,1412066,309566,301975,33056,31933,113007,106867,6032,5811,122043,116966,1598006,1519723,374779,365333,57576,55376,158395,149622,14796,14038,1537569,1465166,1030436,975405,280559,273996,17334,16694,107393,101535,4239,4083,97608,93453,1120651,1061789,333415,325399,33401,32017,145337,137189,10739,10194,531836,510452,455265,436661,29007,27979,15722,15239,5614,5332,1793,1728,24435,23513,477355,457934,41364,39934,24175,23359,13058,12433,4057,3844
R,10,2019,6,4009118,2048655,1960463,1469701,1402330,307909,300348,33115,31668,111903,105609,5925,5696,120102,114812,1580137,1507832,371717,362217,57346,54924,156825,147837,14713,13940,1523369,1454207,1019559,968380,279586,273087,17498,16790,106513,100326,4186,3959,96027,91665,1108246,1052977,331274,323253,33380,32019,144073,135513,10653,9974,525286,506256,450142,433950,28323,27261,15617,14878,5390,5283,1739,1737,24075,23147,471891,454855,40443,38964,23966,22905,12752,12324,4060,3966
R,10,2019,7,4020985,2054623,1966362,1478030,1410666,308340,299296,33301,32235,110603,104983,5806,5588,118543,113594,1586957,1515062,371292,360129,57602,55510,154723,146829,14471,13820,1524905,1455064,1023081,971459,280377,272338,17556,16984,105308,99846,4075,3907,94508,90530,1110288,1055014,331235,321530,33465,32210,142139,134719,10450,9947,529718,511298,454949,439207,27963,26958,15745,15251,5295,5137,1731,1681,24035,23064,476669,460048,40057,38599,24137,23300,12584,12110,4021,3873
R,10,2019,8,4071579,2083183,1988396,1506118,1433365,312124,302958,32852,31767,107334,101689,5742,5474,119013,113143,1615537,1537310,375524,363377,57484,55298,151207,143285,14440,13719,1539715,1465848,1036492,982285,284686,276309,17904,16985,102139,96695,3983,3799,94511,89775,1123749,1065108,335774,324995,33972,32302,138602,131234,10352,9801,543468,522548,469626,451080,27438,26649,14948,14782,5195,4994,1759,1675,24502,23368,491788,472202,39750,38382,23512,22996,12605,12051,4088,3918
R,10,2019,9,4077887,2082087,1995800,1502418,1435458,311678,302374,32832,31772,109699,105301,5847,5675,119613,115220,1612508,1541388,375484,364347,57596,55779,153552,147165,14512,13924,1536414,1469420,1032054,981724,283948,275289,17509,17213,104118,100021,3998,3895,94787,91278,1119682,1066000,335218,325025,33557,32805,140513,134842,10349,9933,545673,526380,470364,453734,27730,27085,15323,14559,5581,5280,1849,1780,24826,23942,492826,475388,40266,39322,24039,22974,13039,12323,4163,3991
R,10,2019,10,4042970,2062100,1980870,1482657,1417305,311317,304114,33065,32076,111251,107405,6301,6097,117509,113873,1590632,1521875,374302,366056,57056,55035,154541,148643,14577,14192,1528586,1465961,1026200,977208,282191,275532,17458,16942,105226,101638,4295,4078,93216,90563,1112251,1060755,333033,325548,32896,31812,141165,136027,10367,10002,533514,514909,456457,440097,29126,28582,15607,15134,6025,5767,2006,2019,24293,23310,478381,461120,41269,40508,24160,23223,13376,12616,4210,4190
R,10,2019,11,4168792,2128355,2040437,1533202,1462517,322854,314730,33939,32535,114479,110357,6344,6125,117537,114173,1641014,1567325,386160,377083,57676,55747,157380,151362,14925,14095,1578477,1513646,1061256,1010687,292974,286158,17770,17355,108435,104560,4281,4121,93761,90765,1147595,1094343,344375,336724,33218,32292,144244,138668,10628,9978,549878,526791,471946,451830,29880,28572,16169,15180,6044,5797,2063,2004,23776,23408,493419,472982,41785,40359,24458,23455,13136,12694,4297,4117
R,10,2019,12,4212951,2150943,2062008,1556245,1486132,324484,315792,34678,33460,114025,109254,6357,6271,115154,111099,1661906,1587911,386128,375960,58676,56502,155863,149141,14774,14314,1595204,1528244,1078233,1027150,294882,287262,18061,17828,108077,103553,4296,4193,91655,88258,1162704,1108318,344857,336019,33671,32670,142830,136721,10481,10086,555739,533764,478012,458982,29602,28530,16617,15632,5948,5701,2061,2078,23499,22841,499202,479593,41271,39941,25005,23832,13033,12420,4293,4228
R,10,2019,13,4182454,2137232,2045222,1553974,1480504,319154,310231,34457,32877,112585,108932,6288,6038,110774,106640,1655488,1578207,377695,367220,57809,55285,153428,147639,14388,13695,1591888,1521511,1083797,1028765,290774,282677,18025,17558,106628,103486,4270,4051,88394,84974,1165126,1106903,338312,329100,33204,32092,140855,135789,10257,9686,545344,523711,470177,451739,28380,27554,16432,15319,5957,5446,2018,1987,22380,21666,490362,471304,39383,38120,24605,23193,12573,11850,4131,4009
R,10,2019,14,4170994,2129520,2041474,1557104,1481866,313118,305296,33993,33091,113427,112240,6308,6227,105570,102754,1653807,1575783,368264,359433,56782,55174,152429,149874,13895,13654,1593258,1527140,1093404,1037049,285420,278750,18010,17616,107878,107011,4312,4330,84234,82384,1170882,1112589,330305,323033,32844,32055,140551,138676,9903,9867,536262,514334,463700,444817,27698,26546,15983,15475,5549,5229,1996,1897,21336,20370,482925,463194,37959,36400,23938,23119,11878,11198,3992,3787
R,10,2019,15,4164915,2124249,2040666,1559103,1487449,309537,301732,33187,32067,114362,114512,6196,5904,101864,99002,1652209,1577914,361982,353047,55565,53857,152466,151093,13763,13174,1601343,1536892,1105468,1050811,283127,276152,17937,17186,108836,109228,4306,4113,81669,79402,1180411,1123590,325775,318136,32760,31640,140977,140025,9993,9504,522906,503774,453635,436638,26410,25580,15250,14881,5526,5284,1890,1791,20195,19600,471798,454324,36207,34911,22805,22217,11489,11068,3770,3670
R,10,2019,16,4157039,2119682,2037357,1560491,1488727,308047,300570,32677,31761,114510,115177,6077,5759,97880,95363,1649859,1575809,358115,349537,54843,53331,150762,150566,13398,12780,1605311,1540208,1114007,1056871,281970,275751,17597,16970,109110,110024,4226,4045,78401,76547,1185879,1127040,322838,315787,32295,31386,139594,139761,9675,9348,514371,497149,446484,431856,26077,24819,15080,14791,5400,5153,1851,1714,19479,18816,463980,448769,35277,33750,22548,21945,11168,10805,3723,3432
R,10,2019,17,4167365,2125394,2041971,1564560,1492671,314206,306506,32920,31613,113852,113132,5948,5778,93908,92271,1650134,1576587,361894,354042,54861,53264,148405,146615,13097,12628,1613288,1547841,1118859,1062473,288540,281856,17884,17168,108569,108197,4199,4054,75237,74093,1187636,1130149,327557,320772,32463,31672,137595,136323,9611,9236,512106,494130,445701,430198,25666,24650,15036,14445,5283,4935,1749,1724,18671,18178,462498,446438,34337,33270,22398,21592,10810,10292,3486,3392
R,10,2019,18,4236274,2161936,2074338,1587825,1514138,323345,314425,32760,31723,118440,117304,5907,5740,93659,91008,1672906,1597027,370966,361049,55070,53487,152839,150228,13028,12646,1649708,1581972,1141714,1085024,297478,289938,18006,17527,113285,112421,4162,3991,75063,73071,1210057,1151810,336340,328151,33023,32179,142291,140175,9522,9219,512228,492366,446111,429114,25867,24487,14754,14196,5155,4883,1745,1749,18596,17937,462849,445217,34626,32898,22047,21308,10548,10053,3506,3427
R,10,2019,19,4329199,2212800,2116399,1620740,1538812,336754,327483,33876,32517,122488,121612,6106,5849,92836,90126,1705233,1620510,383541,373581,56662,54531,156296,154047,13130,12754,1694645,1621260,1168848,1107426,310908,302650,18729,17945,117336,116695,4388,4128,74436,72416,1236732,1173265,349047,340395,34085,32957,145939,144003,9736,9355,518155,495139,451892,431386,25846,24833,15147,14572,5152,4917,1718,1721,18400,17710,468501,447245,34494,33186,22577,21574,10357,10044,3394,3399
R,10,2019,20,4279457,2189217,2090240,1609850,1527280,330275,319647,33057,31930,119795,118476,6053,5651,90187,87256,1691729,1606168,375606,364385,55613,53976,152190,149353,13177,12359,1684305,1608891,1169344,1107448,305026,295582,18428,18030,114745,113735,4346,4051,72416,70045,1235280,1170920,342109,332237,33844,33187,142063,139620,9756,9144,504912,481349,440506,419832,25249,24065,14629,13900,5050,4741,1707,1600,17771,17211,456449,435248,33497,32148,21769,20789,10127,9733,3421,3215
R,10,2019,21,4289816,2192275,2097541,1608907,1528913,332457,322855,33013,31847,123773,122717,6036,5750,88089,85459,1688520,1606446,376410,366103,55475,53843,155340,152734,13009,12242,1692962,1621697,1173068,1113689,307568,299139,18385,17926,118730,117930,4296,4124,70915,68889,1237291,1176351,343600,334711,33808,33216,145457,143189,9680,9118,499313,475844,435839,415224,24889,23716,14628,13921,5043,4787,1740,1626,17174,16570,451229,430095,32810,31392,21667,20627,9883,9545,3329,3124
R,10,2019,22,4285275,2189087,2096188,1605676,1527027,329604,321081,32435,31470,130962,128489,5974,5590,84436,82531,1682108,1601593,370972,362039,54562,53387,161572,157807,12564,11979,1694877,1626388,1173529,1116282,305334,298083,18047,17887,126055,123785,4277,4059,67635,66292,1234911,1176240,338957,331530,33281,33151,151879,148572,9347,8967,494210,469800,432147,410745,24270,22998,14388,13583,4907,4704,1697,1531,16801,16239,447197,425353,32015,30509,21281,20236,9693,9235,3217,3012
R,10,2019,23,4329167,2213060,2116107,1622516,1539559,329472,322756,32864,31192,138761,135926,6248,5739,83199,80935,1697709,1612375,369370,362450,55436,53112,168884,164996,12921,12330,1719531,1648547,1190864,1130294,305466,300298,18272,17572,133892,131160,4506,4156,66531,65067,1251125,1188932,337811,332783,33704,32770,159462,155723,9672,9303,493529,467560,431652,409265,24006,22458,14592,13620,4869,4766,1742,1583,16668,15868,446584,423443,31559,29667,21732,20342,9422,9273,3249,3027
R,10,2019,24,4430769,2269711,2161058,1657730,1566865,345779,335160,33461,31905,144269,141601,6465,6212,82007,79315,1731414,1637987,384690,373830,56438,53945,174062,169970,13193,12857,1768325,1687631,1218675,1152542,321064,311826,18886,18177,139384,136838,4695,4520,65621,63728,1277634,1209805,352562,343237,34913,33692,164713,160846,9934,9710,501386,473427,439055,414323,24715,23334,14575,13728,4885,4763,1770,1692,16386,15587,453780,428182,32128,30593,21525,20253,9349,9124,3259,3147
R,10,2019,25,4497551,2303834,2193717,1673484,1580833,360733,349554,33574,32427,149708,146607,6420,6380,79915,77916,1744855,1650311,397856,386754,56875,55082,178802,174551,13424,12952,1800675,1721088,1232459,1167136,335772,326355,19185,18403,144804,141917,4722,4670,63733,62607,1289363,1222982,365664,356608,35464,34481,169541,165597,10174,9828,503159,472629,441025,413697,24961,23199,14389,14024,4904,4690,1698,1710,16182,15309,455492,427329,32192,30146,21411,20601,9261,8954,3250,3124
R,10,2019,26,4599777,2358875,2240902,1710577,1608519,375476,363224,34981,33515,154729,153879,6779,6371,76333,75394,1778495,1675448,410063,398601,57634,56201,183139,180974,13537,12945,1847874,1765224,1262168,1191842,349971,339646,20082,19482,149904,149066,4928,4697,60821,60491,1316326,1245586,377616,368200,35961,35647,174064,172111,10218,9824,511001,475678,448409,416677,25505,23578,14899,14033,4825,4813,1851,1674,15512,14903,462169,429862,32447,30401,21673,20554,9075,8863,3319,3121
R,10,2019,27,4699503,2408106,2291397,1747340,1645077,382076,369758,36699,34152,160047,161778,6861,6543,75083,74089,1813812,1710603,414777,403192,60003,56778,188265,189317,13660,13176,1889113,1810193,1292188,1223456,356173,345659,21127,20013,155168,156898,4972,4785,59485,59382,1344798,1276000,381918,372456,37441,36162,179310,180418,10326,9929,518993,481204,455152,421621,25903,24099,15572,14139,4879,4880,1889,1758,15598,14707,469014,434603,32859,30736,22562,20616,8955,8899,3334,3247
R,10,2019,28,4807434,2446022,2361412,1773961,1690161,386593,383512,37009,33851,168862,173248,7706,6861,71891,73779,1836610,1754433,417201,416707,59330,55996,196950,201818,14909,14005,1929840,1883427,1323031,1274143,360004,357566,21138,20065,163611,167876,5622,5078,56434,58699,1372076,1325192,383797,383838,36586,35618,187485,192197,11279,10749,516182,477985,450930,416018,26589,25946,15871,13786,5251,5372,2084,1783,15457,15080,464534,429241,33404,32869,22744,20378,9465,9621,3630,3256
R,10,2019,29,4835568,2456010,2379558,1790348,1709355,380535,380711,36582,33361,173127,179100,7804,7170,67614,69861,1849357,1770550,408374,411501,57695,54856,200316,205998,14591,13809,1939455,1907276,1338855,1298475,353805,354427,20533,19793,167769,173827,5602,5343,52891,55411,1384826,1346914,375118,378630,35077,34854,191029,196772,10950,10587,516555,472282,451493,410880,26730,26284,16049,13568,5358,5273,2202,1827,14723,14450,464531,423636,33256,32871,22618,20002,9287,9226,3641,3222
R,10,2019,30,4652437,2362561,2289876,1727595,1642936,358371,363239,34798,31677,171859,180601,7717,6752,62221,64671,1781912,1699171,383559,391325,54631,51588,196759,206034,13846,13104,1871303,1844560,1298053,1255119,333082,338534,19283,18829,166826,175523,5601,5092,48458,51463,1340167,1299682,352112,360539,32842,32869,188216,197443,10484,10191,491258,445316,429542,387817,25289,24705,15515,12848,5033,5078,2116,1660,13763,13208,441745,399489,31447,30786,21789,18719,8543,8591,3362,2913
R,10,2019,31,4548665,2302316,2246349,1697979,1624119,335347,344798,34329,30639,168487,178492,7463,6861,58711,61440,1748963,1677679,358530,371058,52903,49666,192542,202811,13499,12873,1814315,1806201,1270255,1240609,311083,320586,18712,17804,163579,173561,5428,5147,45258,48494,1309403,1282799,328289,340814,31144,31139,184179,194381,10175,9942,488001,440148,427724,383510,24264,24212,15617,12835,4908,4931,2035,1714,13453,12946,439560,394880,30241,30244,21759,18527,8363,8430,3324,2931
R,10,2019,32,4424298,2242098,2182200,1666974,1586198,316086,326596,32592,29458,164203,174541,7516,6668,54727,58739,1714352,1637386,337541,351481,50389,47934,186552,197880,13295,12418,1764459,1752335,1247200,1211060,292934,303231,17421,17146,159484,169901,5377,4979,42043,46018,1283334,1251022,308763,322232,29356,29930,178630,189939,9998,9561,477639,429865,419774,375138,23152,23365,15171,12312,4719,4640,2139,1689,12684,12721,431018,386364,28778,29249,21033,18004,7922,7941,3297,2857
R,10,2019,33,4428539,2241828,2186711,1677787,1599655,307498,320562,32411,29469,163956,174288,7485,6728,52691,56009,1723594,1648187,327580,343864,49526,47859,185664,196334,13118,12314,1761413,1755739,1254950,1223029,284462,297225,17204,16870,159160,169804,5326,5033,40311,43778,1289841,1260781,299019,314982,28653,29690,177669,188666,9787,9506,480415,430972,422837,376626,23036,23337,15207,12599,4796,4484,2159,1695,12380,12231,433753,387406,28561,28882,20873,18169,7995,7668,3331,2808
R,10,2019,34,4460639,2251905,2208734,1692735,1619253,304011,320677,32058,29394,164236,177158,7421,6788,51444,55464,1737300,1667397,323399,343040,49527,47690,185119,199387,12894,12483,1767548,1773699,1266035,1238613,281318,297542,16488,16753,159589,172590,5250,5174,38868,43027,1299441,1275789,295213,314122,28016,29502,177396,191602,9589,9761,484357,435035,426700,380640,22693,23135,15570,12641,4647,4568,2171,1614,12576,12437,437859,391608,28186,28918,21511,18188,7723,7785,3305,2722
R,10,2019,35,4361703,2191356,2170347,1649206,1592905,291052,311592,31286,28875,163489,176913,7150,6479,49173,53583,1691850,1639281,309130,332683,48061,46945,183704,198749,12575,12074,1720990,1740266,1234399,1216110,269365,289084,16253,16336,158884,172543,5058,4840,37031,41353,1266297,1251756,282186,304557,27313,28841,176059,191174,9330,9292,470366,430081,414807,376795,21687,22508,15033,12539,4605,4370,2092,1639,12142,12230,425553,387525,26944,28126,20748,18104,7645,7575,3245,2782
R,10,2019,36,4339507,2176034,2163473,1642515,1589169,286837,309896,31269,28959,160077,175967,7177,6642,48159,52840,1684133,1634786,304536,330422,47897,47222,179849,197318,12421,12236,1708246,1733116,1229622,1212457,265419,287104,16046,16224,155551,171638,5183,4967,36425,40726,1260857,1247397,277953,302186,27166,28887,172350,189857,9332,9432,467788,430357,412893,376712,21418,22792,15223,12735,4526,4329,1994,1675,11734,12114,423276,387389,26583,28236,20731,18335,7499,7461,3089,2804
R,10,2019,37,4378401,2191226,2187175,1657951,1608849,287834,313950,31117,28799,159230,176560,7216,6757,47878,52260,1699360,1653920,305358,334433,47932,47035,178659,197407,12513,12285,1717742,1747797,1239842,1223643,266237,290814,16034,16000,154564,171986,5121,5015,35944,40339,1270666,1258234,278539,305895,27243,28731,170952,189731,9324,9436,473484,439378,418109,385206,21597,23136,15083,12799,4666,4574,2095,1742,11934,11921,428694,395686,26819,28538,20689,18304,7707,7676,3189,2849
R,10,2019,38,4302244,2147471,2154773,1631952,1590399,281616,308883,29841,28337,150736,170216,6983,6207,46343,50731,1671833,1634159,298398,328815,46492,46241,169389,190208,12135,11593,1689578,1724101,1227340,1212618,260879,286438,15248,15793,146263,165754,4979,4541,34869,38957,1257112,1246028,272690,301016,26413,28198,162023,182789,9040,8830,457893,430672,404612,377781,20737,22445,14593,12544,4473,4462,2004,1666,11474,11774,414721,388131,25708,27799,20079,18043,7366,7419,3095,2763
R,10,2019,39,4390837,2197955,2192882,1668207,1614157,293702,321853,31004,28694,151185,170794,7199,6424,46658,50960,1708391,1658058,310724,341900,48007,46937,169832,190659,12460,11941,1719987,1751720,1245703,1226681,272273,298884,15750,15992,146496,166283,5047,4752,34718,39128,1275337,1260109,284092,313500,27066,28738,162112,183207,9210,9217,477968,441162,422504,387476,21429,22969,15254,12702,4689,4511,2152,1672,11940,11832,433054,397949,26632,28400,20941,18199,7720,7452,3250,2724
R,10,2019,40,4185779,2089743,2096036,1588702,1543395,277368,307170,28957,27103,145039,164921,6355,5983,43322,47464,1626096,1584140,292952,325751,44887,44237,162245,183576,11205,10946,1644705,1678496,1195228,1176724,257303,285361,14838,15066,140774,160716,4445,4445,32117,36184,1222705,1207555,268069,298668,25369,27019,155210,176513,8241,8430,445038,417540,393474,366671,20065,21809,14119,12037,4265,4205,1910,1538,11205,11280,403391,376585,24883,27083,19518,17218,7035,7063,2964,2516
R,10,2019,41,4023527,2002939,2020588,1527668,1491184,262308,293288,27420,26230,138518,159234,6057,5575,40968,45077,1562846,1529892,277059,310598,42733,42872,154714,176840,10450,10284,1573964,1613278,1147447,1133416,243338,272217,14077,14378,134402,155003,4320,4082,30380,34182,1173220,1162522,253521,284560,24282,25891,147991,169940,7796,7850,428975,407310,380221,357768,18970,21071,13343,11852,4116,4231,1737,1493,10588,10895,389626,367370,23538,26038,18451,16981,6723,6900,2654,2434
R,10,2019,42,4016331,1994493,2021838,1526703,1496373,258558,291284,27731,26356,135988,158126,5882,5611,39631,44088,1560736,1533964,272592,308158,42782,42969,151674,175393,10246,10297,1566748,1612024,1146775,1134933,240368,270622,14410,14820,131753,153961,4167,4130,29275,33558,1171602,1163294,249879,282692,24509,26468,144856,168587,7595,7871,427745,409814,379928,361440,18190,20662,13321,11536,4235,4165,1715,1481,10356,10530,389134,370670,22713,25466,18273,16501,6818,6806,2651,2426
R,10,2019,43,3860232,1914703,1945529,1461553,1440306,246344,276875,26675,25125,136626,156642,5546,5291,37959,41290,1494225,1475432,259344,292430,41179,40798,151760,172988,9853,9693,1500079,1544114,1093080,1085487,228635,257073,13785,13899,132621,152529,3959,3896,27999,31230,1116879,1111767,237327,268046,23449,24805,145391,166339,7362,7446,414624,401415,368473,354819,17709,19802,12890,11226,4005,4113,1587,1395,9960,10060,377346,363665,22017,24384,17730,15993,6369,6649,2491,2247
R,10,2019,44,3933820,1955627,1978193,1496766,1466604,250531,281918,26516,25449,140437,159222,5538,5108,35839,39892,1527392,1500564,262855,296635,40437,40721,154745,175102,9465,9282,1539787,1576726,1125431,1110638,233502,262453,13617,14231,136463,155233,4001,3756,26773,30415,1148036,1136303,241898,272835,23129,24980,148582,168744,7139,7100,415840,401467,371335,355966,17029,19465,12899,11218,3974,3989,1537,1352,9066,9477,379356,364261,20957,23800,17308,15741,6163,6358,2326,2182
R,10,2019,45,3885932,1927089,1958843,1476525,1455855,245716,277614,26146,24894,139041,157353,5300,4976,34361,38151,1505784,1488144,257315,291619,39799,39826,152714,172437,9174,8963,1524086,1565496,1115679,1105687,229669,259331,13528,13965,135354,153500,3889,3694,25967,29319,1137570,1130207,237720,269366,22904,24604,147085,166476,7018,6916,403003,393347,360846,350168,16047,18283,12618,10929,3687,3853,1411,1282,8394,8832,368214,357937,19595,22253,16895,15222,5629,5961,2156,2047
R,10,2019,46,3858657,1904400,1954257,1459576,1452196,244076,279023,25246,24790,136989,156079,5036,4926,33477,37243,1487982,1483590,255102,292518,38557,39522,150538,170895,8808,8836,1518799,1572154,1113868,1111880,228879,261291,13287,14098,133517,152383,3711,3659,25537,28843,1135280,1135917,236503,270982,22634,24829,145199,165163,6785,6815,385601,382103,345708,340316,15197,17732,11959,10692,3472,3696,1325,1267,7940,8400,352702,347673,18599,21536,15923,14693,5339,5732,2023,2021
R,10,2019,47,4005093,1977955,2027138,1522553,1514883,253765,288391,25858,24890,137510,156926,5097,4831,33172,37217,1550547,1546266,264411,301601,39630,40069,150724,171523,8830,8777,1594350,1646246,1178360,1175180,238863,270910,13782,14331,133941,153250,3799,3588,25605,28987,1199704,1199319,246374,280471,23697,25430,145403,165937,6817,6841,383605,380892,344193,339703,14902,17481,12076,10559,3569,3676,1298,1243,7567,8230,350843,346947,18037,21130,15933,14639,5321,5586,2013,1936
R,10,2019,48,4221761,2084321,2137440,1624937,1617774,261822,300212,25850,25610,132763,151294,5069,4871,33880,37679,1653575,1649564,272585,313442,40204,41438,146037,165644,8966,8993,1706025,1761065,1285396,1282248,247106,283000,14280,14966,129181,147691,3737,3659,26325,29501,1307425,1306881,254709,292565,24753,26809,140691,160104,6943,7042,378296,376375,339541,335526,14716,17212,11570,10644,3582,3603,1332,1212,7555,8178,346150,342683,17876,20877,15451,14629,5346,5540,2023,1951
R,10,2019,49,4342591,2148920,2193671,1681935,1669774,268412,303011,26488,25532,133266,152512,5070,5085,33749,37757,1710449,1701398,279121,316147,41063,41727,146123,166918,9034,9331,1769004,1822757,1340886,1338987,253557,286086,14686,15227,129734,148870,3780,3848,26361,29739,1362897,1363628,261260,295732,25439,27423,140833,161271,7048,7376,379916,370914,341049,330787,14855,16925,11802,10305,3532,3642,1290,1237,7388,8018,347552,337770,17861,20415,15624,14304,5290,5647,1986,1955
R,10,2019,50,4160987,2058920,2102067,1620449,1610278,251084,283830,24989,24425,125962,144115,4937,4864,31499,34555,1647158,1639253,260664,295356,38948,39776,137980,157166,8618,8753,1697815,1749499,1296073,1295197,237072,268156,14009,14623,122630,140644,3725,3709,24306,27170,1316461,1317763,243680,276474,24265,26238,132989,151897,6731,6912,361105,352568,324376,315081,14012,15674,10980,9802,3332,3471,1212,1155,7193,7385,330697,321490,16984,18882,14683,13538,4991,5269,1887,1841
R,10,2019,51,4003344,1976623,2026721,1553195,1549572,244627,277583,24319,23607,120639,139008,4464,4560,29379,32391,1577906,1576511,253481,288355,37645,38220,131740,151078,7925,8371,1633644,1690871,1245265,1249493,231058,262313,13622,14346,117624,135828,3312,3426,22763,25465,1264181,1270392,237189,270077,23516,25465,127230,146322,6171,6603,342979,335850,307930,300079,13569,15270,10697,9261,3015,3180,1152,1134,6616,6926,313725,306119,16292,18278,14129,12755,4510,4756,1754,1768
