UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,10,2019,52,3997845,1968168,2029677,1557486,1564233,243675,278424,23474,23521,110902,127627,4578,4509,28053,31363,1581067,1590325,251981,289032,36582,38082,121291,138822,7856,8188,1638271,1703538,1260840,1272649,230674,263471,13549,14700,107961,124639,3444,3423,21803,24656,1278927,1292915,236396,271089,23373,25860,116945,134257,6205,6513,329897,326139,296646,291584,13001,14953,9925,8821,2941,2988,1134,1086,6250,6707,302140,297410,15585,17943,13209,12222,4346,4565,1651,1675
R,10,2019,53,4019875,1976103,2043772,1562234,1576302,248923,283428,23428,23520,109420,125253,4472,4590,27626,30679,1585171,1601735,257211,293633,36635,38098,119425,136140,7881,8210,1653812,1725210,1272598,1291535,235941,268938,13718,14877,106590,122246,3399,3539,21566,24075,1290233,1311262,241639,276247,23808,26070,115187,131576,6268,6547,322291,318562,289636,284767,12982,14490,9710,8643,2830,3007,1073,1051,6060,6604,294938,290473,15572,17386,12827,12028,4238,4564,1613,1663
R,10,2019,54,4234277,2080122,2154155,1650743,1668072,260255,297036,24559,24613,111677,127997,4636,4641,28252,31796,1674340,1694388,268499,307388,38312,39944,121808,139139,8049,8440,1755183,1833993,1358709,1382053,247242,282280,14795,15864,108787,124957,3596,3632,22054,25207,1376867,1402635,252950,289766,25223,27850,117547,134578,6448,6818,324939,320162,292034,286019,13013,14756,9764,8749,2890,3040,1040,1009,6198,6589,297473,291753,15549,17622,13089,12094,4261,4561,1601,1622
R,10,2019,55,4374082,2139110,2234972,1708929,1743611,261549,300518,24554,25082,111320,129452,4453,4642,28305,31667,1732424,1769762,269508,310407,38750,41014,121406,140442,7944,8367,1828283,1921346,1429568,1463085,249040,286138,15102,16484,108629,126617,3462,3657,22482,25365,1448003,1483765,254627,293291,26180,29218,117391,136137,6386,6824,310827,313626,279361,280526,12509,14380,9452,8598,2691,2835,991,985,5823,6302,284421,285997,14881,17116,12570,11796,4015,4305,1558,1543
R,10,2019,56,4356264,2122705,2233559,1699351,1748605,255195,294170,24035,24410,112052,130322,4199,4544,27873,31508,1722575,1774597,262923,304000,38179,40327,121898,141025,7531,8288,1828170,1932565,1434869,1479562,243209,280532,15134,16146,109391,127501,3283,3593,22284,25231,1453244,1500094,248637,287698,26275,28881,118003,136728,6111,6737,294535,300994,264482,269043,11986,13638,8901,8264,2661,2821,916,951,5589,6277,269331,274503,14286,16302,11904,11446,3895,4297,1420,1551
R,10,2019,57,4340062,2111215,2228847,1700715,1757165,250400,290708,23279,24153,105043,121487,4323,4510,27455,30824,1723671,1782435,257752,300338,37152,40139,114814,131863,7730,8161,1829071,1940492,1446854,1499233,239179,278012,14804,16084,102581,118779,3446,3592,22207,24792,1465229,1519328,244370,284984,25903,28953,111147,127762,6363,6626,282144,288355,253861,257932,11221,12696,8475,8069,2462,2708,877,918,5248,6032,258442,263107,13382,15354,11249,11186,3667,4101,1367,1535
R,10,2019,58,4352213,2110145,2242068,1713627,1778941,245683,288473,22729,24174,97029,115944,4056,4217,27021,30319,1736141,1803783,252867,297799,36726,40210,106592,126008,7327,7847,1843500,1966600,1473855,1532406,235029,276207,14753,16675,94685,113366,3271,3372,21907,24574,1491892,1552305,240173,283064,26001,29734,103045,122076,6055,6420,266645,275468,239772,246535,10654,12266,7976,7499,2344,2578,785,845,5114,5745,244249,251478,12694,14735,10725,10476,3547,3932,1272,1427
R,10,2019,59,4420018,2142584,2277434,1732607,1800555,252887,295199,22926,24390,102835,123119,4209,4291,27120,29880,1755318,1824993,260036,304362,37057,40162,112287,133079,7409,7826,1874603,2000563,1491635,1552385,242263,282995,14823,16920,100443,120464,3373,3487,22066,24312,1509926,1572019,247386,289779,26222,29796,108761,129109,6063,6497,267981,276871,240972,248170,10624,12204,8103,7470,2392,2655,836,804,5054,5568,245392,252974,12650,14583,10835,10366,3526,3970,1346,1329
R,10,2019,60,4301101,2079638,2221463,1690833,1765295,241791,285052,21734,22951,95758,115602,3890,3978,25632,28585,1712227,1788804,248335,293622,35226,38492,104845,124859,6915,7220,1835211,1965886,1470985,1536472,232002,273583,14408,15979,93583,113187,3161,3258,21072,23407,1488444,1555499,236724,279953,25418,28771,101616,121276,5731,6013,244427,255577,219848,228823,9789,11469,7326,6972,2175,2415,729,720,4560,5178,223783,233305,11611,13669,9808,9721,3229,3583,1184,1207
R,10,2019,61,4186214,2014060,2172154,1642265,1731499,229125,272588,19968,21934,94798,115195,3634,3835,24270,27103,1662393,1753643,235467,280742,33008,36755,103156,123993,6416,6861,1789805,1932273,1441080,1516542,219743,261770,13370,15502,92773,113012,2941,3147,19898,22300,1457423,1534582,224293,267848,24082,27781,100143,120677,5302,5751,224255,239881,201185,214957,9382,10818,6598,6432,2025,2183,693,688,4372,4803,204970,219061,11174,12894,8926,8974,3013,3316,1114,1110
R,10,2019,62,4171823,1999062,2172761,1634120,1737673,224626,270816,19985,21490,93033,112616,3453,3659,23845,26507,1653938,1759437,230853,278726,32970,36492,101072,120749,6216,6641,1782178,1938318,1439291,1527317,215774,260314,13382,15330,91154,110625,2838,2963,19739,21769,1455531,1544992,220336,266173,24119,27826,98341,117673,5213,5488,216884,234443,194829,210356,8852,10502,6603,6160,1879,1991,615,696,4106,4738,198407,214445,10517,12553,8851,8666,2731,3076,1003,1153
R,10,2019,63,4030984,1923199,2107785,1575382,1684507,213260,261739,18722,20748,90094,111567,3291,3489,22450,25735,1594092,1705641,219054,269354,31050,35362,97563,119534,5869,6374,1719921,1884691,1392922,1484610,204840,251691,12645,14842,88279,109447,2682,2920,18553,21181,1408248,1501810,209005,257320,22851,27055,94902,116375,4894,5383,203278,223094,182460,199897,8420,10048,6077,5906,1815,2120,609,569,3897,4554,185844,203831,10049,12034,8199,8307,2661,3159,975,991
R,10,2019,64,3946043,1877268,2068775,1542748,1660029,202864,250413,17958,19609,89054,111137,3121,3416,21523,24171,1560588,1679713,208386,257663,29879,33227,96186,118680,5619,6158,1681752,1852076,1366736,1465016,194864,240969,12273,14165,87330,109200,2601,2813,17948,19913,1381472,1480994,198887,246342,22247,25552,93704,115811,4758,5172,195516,216699,176012,195013,8000,9444,5685,5444,1724,1937,520,603,3575,4258,179116,198719,9499,11321,7632,7675,2482,2869,861,986
R,10,2019,65,3819037,1806669,2012368,1492637,1622370,190222,239275,16638,18552,84373,106119,2865,3217,19934,22835,1509239,1640976,195293,245962,27866,31671,90892,113024,5073,5830,1627412,1810178,1330865,1439916,182830,230734,11657,13623,82890,104283,2378,2651,16792,18971,1344723,1455156,186591,235736,21211,24696,88690,110370,4314,4921,179257,202190,161772,182454,7392,8541,4981,4929,1483,1836,487,566,3142,3864,164516,185820,8702,10226,6655,6975,2202,2654,759,909
R,10,2019,66,3632532,1709711,1922821,1420936,1560048,173523,222186,15349,17068,78664,99251,2688,2888,18551,21380,1436410,1577535,178070,228355,25986,29460,84624,105772,4774,5347,1546702,1735731,1273942,1390964,166748,214252,10774,12598,77310,97656,2271,2428,15657,17833,1286928,1405359,170065,218897,19822,23092,82652,103394,4097,4576,163009,187090,146994,169084,6775,7934,4575,4470,1354,1595,417,460,2894,3547,149482,172176,8005,9458,6164,6368,1972,2378,677,771
R,10,2019,67,3519469,1653061,1866408,1380938,1518782,162050,211717,14130,16157,76265,97270,2609,2838,17069,19644,1395145,1534913,166298,217335,23953,27829,81659,102990,4587,5086,1501706,1691405,1244156,1360515,155919,204291,10068,11959,74956,95739,2211,2398,14396,16503,1256018,1373906,159053,208573,18439,21941,79789,100754,3931,4329,151355,175003,136782,158267,6131,7426,4062,4198,1309,1531,398,440,2673,3141,139127,161007,7245,8762,5514,5888,1870,2236,656,757
R,10,2019,68,3357377,1570687,1786690,1316123,1455481,153468,204281,13313,15236,69392,90631,2324,2598,16067,18463,1329427,1470608,157418,209652,22832,26360,74343,95802,4182,4691,1427451,1620802,1186189,1305532,147770,197217,9618,11261,68240,89138,1985,2196,13649,15458,1197396,1318008,150735,201304,17779,20795,72675,93662,3624,4019,143236,165888,129934,149949,5698,7064,3695,3975,1152,1493,339,402,2418,3005,132031,152600,6683,8348,5053,5565,1668,2140,558,672
R,10,2019,69,3251654,1517775,1733879,1264402,1406741,149964,198003,12975,14621,72512,94230,2351,2494,15571,17790,1277355,1421171,153865,203260,22157,25123,77292,99519,4143,4561,1380951,1571417,1140523,1259738,144404,190993,9434,10843,71402,92795,1973,2142,13215,14906,1151431,1271692,147316,194963,17297,19843,75677,97391,3575,3910,136824,162462,123879,147003,5560,7010,3541,3778,1110,1435,378,352,2356,2884,125924,149479,6549,8297,4860,5280,1615,2128,568,651
R,10,2019,70,3160251,1473495,1686756,1238305,1380363,137721,185319,12240,13637,68564,88213,2255,2481,14410,16743,1250291,1394048,141175,190171,20884,23722,72927,92905,3939,4387,1346824,1536752,1123337,1244197,132743,178971,8985,10265,67536,86986,1917,2118,12306,14215,1133505,1255699,135335,182707,16484,19053,71415,91109,3385,3797,126671,150004,114968,136166,4978,6348,3255,3372,1028,1227,338,363,2104,2528,116786,138349,5840,7464,4400,4669,1512,1796,554,590
R,10,2019,71,3076146,1430595,1645551,1210543,1357034,128879,175284,11296,12966,64391,82058,2020,2301,13466,15908,1221719,1370178,132214,179724,19390,22629,68390,86506,3553,4086,1312699,1504060,1103502,1228609,124174,169444,8394,9805,63444,80855,1720,1977,11465,13370,1112933,1239530,126705,172800,15390,18141,66992,84730,3079,3525,117896,141491,107041,128425,4705,5840,2902,3161,947,1203,300,324,2001,2538,108786,130648,5509,6924,4000,4488,1398,1776,474,561
R,10,2019,72,3215771,1494613,1721158,1286141,1448910,121685,165294,11324,12448,59821,76501,1929,2032,13713,15973,1297670,1462237,124925,169742,19922,22400,63601,80719,3473,3740,1382753,1584614,1184272,1324470,117533,159818,8473,9555,58943,75353,1648,1739,11884,13679,1194213,1335781,120043,163278,16057,18268,62297,79092,3022,3266,111860,136544,101869,124440,4152,5476,2851,2893,878,1148,281,293,1829,2294,103457,126456,4882,6464,3865,4132,1304,1627,451,474
R,10,2019,73,2494542,1150651,1343891,981563,1118602,95516,133649,8897,10207,52089,66702,1727,1757,10859,12974,990712,1129320,98074,137175,15414,17896,55251,70473,3046,3290,1054857,1223523,894329,1009056,91819,128571,6538,7727,51360,65707,1506,1510,9305,10952,902127,1018007,93744,131261,12246,14348,54170,69021,2659,2878,95794,120368,87234,109546,3697,5078,2359,2480,729,995,221,247,1554,2022,88585,111313,4330,5914,3168,3548,1081,1452,387,412
R,10,2019,74,2272610,1040124,1232486,883846,1022184,89323,126540,7993,9463,47847,60968,1528,1664,9587,11667,891863,1031841,91614,129723,13671,16397,50709,64314,2752,3037,950845,1119773,802338,919316,86016,121979,5906,7124,47139,60080,1306,1426,8140,9848,809085,927388,87719,124375,10808,13098,49666,63023,2386,2628,89279,112713,81508,102868,3307,4561,2087,2339,708,888,222,238,1447,1819,82778,104453,3895,5348,2863,3299,1043,1291,366,409
R,10,2019,75,2197928,998434,1199494,853519,1001840,82241,118960,7425,8696,44848,57195,1325,1537,9076,11266,861141,1011163,84337,122115,12890,15448,47501,60354,2453,2900,918690,1095152,780670,906492,79144,114881,5583,6574,44273,56320,1158,1315,7862,9570,787229,914337,80755,117301,10416,12464,46652,59087,2166,2540,79744,104342,72849,95348,3097,4079,1842,2122,575,875,167,222,1214,1696,73912,96826,3582,4814,2474,2984,849,1267,287,360
R,10,2019,76,2235047,1009062,1225985,874021,1039027,77887,115559,6842,8360,40662,50889,1230,1312,8420,10838,881172,1048076,79783,118472,12048,14968,42945,53806,2284,2578,935078,1126540,806278,948154,75076,111602,5251,6336,40085,50149,1081,1129,7307,9170,812474,955768,76522,113768,9883,12097,42096,52683,2016,2258,73984,99445,67743,90873,2811,3957,1591,2024,577,740,149,183,1113,1668,68698,92308,3261,4704,2165,2871,849,1123,268,320
R,10,2019,77,1960250,877942,1082308,754919,910204,69420,104291,6131,7431,38787,49753,1043,1240,7642,9389,761305,918013,71187,106837,10846,13183,40945,52304,1942,2285,811825,992187,694397,827559,66866,100811,4709,5664,38311,49071,900,1042,6642,8040,699929,834193,68229,102763,8888,10718,40240,51331,1697,1974,66117,90121,60522,82645,2554,3480,1422,1767,476,682,143,198,1000,1349,61376,83820,2958,4074,1958,2465,705,973,245,311
R,10,2019,78,1752276,775981,976295,666583,820102,61290,95202,5549,6635,34887,44661,955,1072,6717,8623,672246,827289,62791,97507,9640,11918,36851,47039,1754,2023,715849,894179,611484,744689,58998,92075,4282,5132,34451,44025,843,903,5791,7355,616347,750780,60121,93845,7907,9752,36184,46095,1548,1744,60132,82116,55099,75413,2292,3127,1267,1503,436,636,112,169,926,1268,55899,76509,2670,3662,1733,2166,667,944,206,279
R,10,2019,79,1618607,709271,909336,605659,760208,57501,90725,5041,6274,33917,43155,933,1081,6220,7893,610847,766790,58926,92886,8743,10986,35832,45335,1685,2029,652112,829864,553228,687264,55351,87616,3828,4824,33470,42565,820,890,5415,6705,557731,692798,56447,89259,7095,8921,35190,44492,1495,1724,57159,79472,52431,72944,2150,3109,1213,1450,447,590,113,191,805,1188,53116,73992,2479,3627,1648,2065,642,843,190,305
R,10,2019,80,1484682,647311,837371,555264,703500,51089,81634,4373,5553,30432,38365,723,1012,5430,7307,559865,709567,52343,83562,7576,9914,32048,40458,1379,1901,595509,764607,507737,636654,49081,78781,3327,4257,30071,37834,611,863,4682,6218,511673,641808,50028,80217,6141,8054,31515,39666,1205,1626,51802,72764,47527,66846,2008,2853,1046,1296,361,531,112,149,748,1089,48192,67759,2315,3345,1435,1860,533,792,174,275
R,10,2019,81,1393328,600151,793177,516690,669191,45855,75479,4001,5301,27819,35761,750,924,5036,6521,520940,674637,46997,77235,7004,9127,29345,37647,1331,1683,552924,725119,473286,606680,44107,72794,3080,4100,27456,35279,641,754,4354,5512,476939,611255,44970,74116,5736,7429,28817,36920,1151,1414,47227,68058,43404,62511,1748,2685,921,1201,363,482,109,170,682,1009,44001,63382,2027,3119,1268,1698,528,727,180,269
R,10,2019,82,1261012,534895,726117,460322,611703,40929,69477,3468,4708,25083,33344,624,830,4469,6055,464143,616745,41957,71123,6119,8214,26440,35089,1123,1577,491878,663242,420684,553937,39336,67039,2653,3576,24797,32842,531,688,3877,5160,423983,558196,40108,68302,5008,6641,26011,34380,976,1349,43017,62875,39638,57766,1593,2438,815,1132,286,502,93,142,592,895,40160,58549,1849,2821,1111,1573,429,709,147,228
R,10,2019,83,1156590,482961,673629,415593,567924,37146,65063,3098,4243,22583,30282,547,717,3994,5400,418960,572418,38042,66560,5405,7411,23839,31810,1031,1330,443713,615670,379411,514536,35634,62825,2394,3230,22327,29874,472,616,3475,4589,382329,518319,36311,63961,4435,5977,23461,31229,902,1163,39248,57959,36182,53388,1512,2238,704,1013,256,408,75,101,519,811,36631,54099,1731,2599,970,1434,378,581,129,167
R,10,2019,84,1075091,440510,634581,380253,535719,33462,60850,2774,3989,20011,28205,483,647,3527,5171,383216,540002,34257,62204,4802,7000,21104,29732,954,1243,404483,579724,346956,485140,32165,58796,2123,3032,19758,27804,427,533,3054,4419,349514,488779,32767,59829,3920,5675,20726,29144,849,1052,36027,54857,33297,50579,1297,2054,651,957,253,401,56,114,473,752,33702,51223,1490,2375,882,1325,378,588,105,191
R,10,2019,85,946965,382191,564774,330231,477691,28718,53833,2326,3417,17358,24790,470,585,3088,4458,332894,481441,29400,55026,4065,5994,18343,26122,833,1100,351174,516718,301478,433299,27662,52064,1775,2582,17146,24434,405,505,2708,3834,303805,436506,28189,52980,3339,4844,18021,25613,733,960,31017,48056,28753,44392,1056,1769,551,835,212,356,65,80,380,624,29089,44935,1211,2046,726,1150,322,509,100,140
R,10,2019,86,847820,334070,513750,289280,434766,24477,48195,2018,3040,15307,23175,400,513,2588,4061,291463,438148,25047,49260,3471,5397,16164,24355,716,1023,307661,471019,264788,395250,23550,46601,1558,2338,15139,22882,348,445,2278,3503,266703,398149,23990,47424,2851,4419,15926,23937,633,902,26409,42731,24492,39516,927,1594,460,702,168,293,52,68,310,558,24760,39999,1057,1836,620,978,238,418,83,121
R,10,2019,87,784278,301999,482279,262575,410325,21504,43780,1721,2748,13528,21179,353,461,2318,3786,264553,413493,22046,44805,3007,4936,14278,22257,653,926,278154,442509,240400,373511,20729,42351,1308,2083,13353,20906,306,405,2058,3253,242150,376217,21169,43166,2458,4004,14038,21851,575,811,23845,39770,22175,36814,775,1429,413,665,175,273,47,56,260,533,22403,37276,877,1639,549,932,240,406,78,115
R,10,2019,88,699044,264260,434784,231730,373446,17383,37027,1449,2372,11394,18378,290,377,2014,3184,233453,376117,17830,37901,2540,4209,12096,19302,541,740,243106,399778,212014,341014,16736,35807,1071,1758,11276,18154,256,323,1753,2722,213510,343277,17087,36478,2027,3372,11901,18958,477,643,21154,35006,19716,32432,647,1220,378,614,118,224,34,54,261,462,19943,32840,743,1423,513,837,195,344,64,97
R,10,2019,89,643140,236208,406932,206617,348523,15841,34909,1290,2131,10469,17977,266,378,1725,3014,208087,351053,16229,35701,2270,3854,11008,18851,491,748,217127,373970,188810,317871,15236,33806,979,1603,10367,17772,238,324,1497,2594,190086,320033,15535,34411,1837,3123,10847,18547,439,649,19081,32962,17807,30652,605,1103,311,528,102,205,28,54,228,420,18001,31020,694,1290,433,731,161,304,52,99
R,10,2019,90,541492,193066,348426,169410,299540,12363,29485,1062,1739,8526,14782,220,339,1485,2541,170671,301641,12705,30209,1912,3178,8993,15508,402,655,177546,321205,154995,274245,11850,28537,798,1318,8429,14608,194,294,1280,2203,156077,276058,12113,29106,1547,2592,8838,15257,351,575,15520,27221,14415,25295,513,948,264,421,97,174,26,45,205,338,14594,25583,592,1103,365,586,155,251,51,80
R,10,2019,91,467840,161938,305902,142310,263453,10230,25515,879,1516,7139,12881,146,265,1234,2272,143351,265347,10500,26137,1591,2823,7531,13531,304,554,149256,282830,130455,242126,9836,24660,660,1136,7081,12732,127,225,1097,1951,131378,243732,10058,25147,1301,2290,7442,13306,267,482,12682,23072,11855,21327,394,855,219,380,58,149,19,40,137,321,11973,21615,442,990,290,533,89,225,37,72
R,10,2019,92,396220,133163,263057,116789,226938,8423,21688,652,1288,6164,11034,130,216,1005,1893,117636,228522,8657,22191,1207,2411,6489,11556,254,441,123163,244036,107409,209303,8146,20988,509,978,6104,10914,114,186,881,1667,108152,210692,8333,21394,1001,1991,6394,11381,223,382,10000,19021,9380,17635,277,700,143,310,60,120,16,30,124,226,9484,17830,324,797,206,420,95,175,31,59
R,10,2019,93,326373,105860,220513,92738,190408,6770,18053,556,1060,4866,9236,94,202,836,1554,93447,191723,6977,18497,1017,1954,5126,9648,203,379,97908,204996,85314,176039,6532,17496,426,804,4823,9125,81,176,732,1356,85930,177182,6691,17851,836,1599,5057,9495,176,335,7952,15517,7424,14369,238,557,130,256,43,111,13,26,104,198,7517,14541,286,646,181,355,69,153,27,44
